State,Items Description,All,NIC-01,NIC-08,NIC-10,NIC-11,NIC-12,NIC-13,NIC-14,NIC-15,NIC-16,NIC-17,NIC-18,NIC-19,NIC-20,NIC-21,NIC-22,NIC-23,NIC-24,NIC-25,NIC-26,NIC-27,NIC-28,NIC-29,NIC-30,NIC-31,NIC-32,NIC-33,NIC-38,NIC-58,Other
West Bengal,4. Physical Working Capital,4586860,NA,NA,472237,45320,112839,240658,97355,97012,58737,59626,8074,378203,314414,19719,107430,141883,1391115,246936,20509,181746,97049,10944,249316,7532,114363,3809,36,7886,102112
West Bengal,5. Working Capital,2241275,NA,NA,183671,29952,119309,-72033,73460,67299,68514,47509,13672,266843,-263050,6652,114840,149832,609216,218079,30949,110107,85540,-8410,218149,2676,72883,4989,5158,13406,72064
West Bengal,6. Invested Capital,13213659,NA,NA,1099379,494301,174794,535271,154220,182038,88935,159552,38849,1053773,962383,48074,270345,468018,5193358,436552,51751,378137,255968,36955,442089,20596,289672,8195,3306,57172,309975
West Bengal,7. Gross Value of Addition to Fixed Capital,1296688,NA,NA,101284,102299,27290,29200,18988,14945,6136,12049,4517,47870,52013,2325,42202,36635,600393,24335,2978,28222,19484,785,11616,1764,72712,1122,281,2244,33000
West Bengal,8. Rent Paid for Fixed Assets,50533,NA,NA,5846,656,415,1924,8461,2617,1460,789,2313,1875,4498,808,872,2512,2275,1826,531,1855,1428,546,1312,443,1018,123,3,919,3209
West Bengal,9. Outstanding Loan,3724811,NA,NA,313176,30626,17947,188038,43780,31227,39451,108771,13950,61399,768110,9564,116753,86890,988928,179022,73199,103110,61047,12104,170986,7822,138550,3239,7289,36445,113388
West Bengal,10. Interest Paid,713963,NA,NA,52665,5035,3375,27436,11091,7084,5798,11563,2605,30309,92130,2444,24667,20780,267345,19398,8948,30633,10564,2713,23196,998,19896,212,1122,6003,25951
West Bengal,11. Rent Received for Fixed Assets,17632,NA,NA,1086,6,393,2743,226,1309,4,16,1012,25,462,62,953,81,5319,306,70,2039,317,0,694,24,22,2,0,7,455
West Bengal,12. Interest Received,89300,NA,NA,8908,367,1320,3103,822,2048,580,576,422,3116,12372,1133,3006,2154,25233,3989,513,5049,1787,125,2873,29,1135,45,1500,23,7074
West Bengal,13. Gross Value of Plant & Machinary,8523338,NA,NA,590626,418385,44572,343703,39312,26304,22243,109152,45135,874898,1080636,30045,176147,290755,3315586,213126,34125,194500,121842,48962,141686,9362,115173,3079,1769,58748,173468
West Bengal,14. Value of Product and By-Product,22572890,NA,NA,3581553,341126,369514,1000949,250931,463748,138861,228798,24485,3926255,1953530,87256,602591,652501,6098093,592471,72078,963310,347618,30395,347776,34356,304118,321,204,21700,138352
West Bengal,15. Total Output,26380232,NA,NA,4069095,388036,390765,1148189,303421,539943,213956,248927,77594,4189552,2033195,100866,696111,691762,6961931,753959,99894,1104464,406970,45216,764326,45295,328495,15815,4994,92066,665395
West Bengal,16. Fuels Consumed,1299752,NA,NA,171305,9970,3282,75908,4267,11413,5414,26530,3548,14196,101213,3238,38325,74524,644570,26212,3419,18730,10236,1697,15794,1931,2092,218,302,1900,29518
West Bengal,17. Materials Consumed,18508950,NA,NA,3126039,225815,155617,658837,148357,356929,101298,159250,32190,3895908,1704006,32666,475510,396391,4823111,438789,55616,763595,247745,18715,277512,28194,271574,439,116,34034,80697
West Bengal,18. Total Inputs,23883699,NA,NA,3825584,316882,301739,883226,237308,465286,172994,216634,50915,4273349,1959539,62799,611742,543154,6282847,636439,84019,969871,332200,35858,667659,36226,307843,8775,1909,55267,543634
West Bengal,19. Gross Value Added,2496533,NA,NA,243511,71154,89026,264963,66113,74657,40962,32293,26679,-83797,73656,38067,84369,148608,679084,117520,15875,134593,74770,9358,96667,9069,20652,7040,3085,36799,121761
West Bengal,20. Depreciation,653903,NA,NA,65024,47145,4691,34058,8031,10351,4649,8166,5210,41727,72418,3724,20309,27830,192872,20882,2205,17724,13334,2847,18548,2139,6931,466,547,5264,16812
West Bengal,21. Net Value Added,1842630,NA,NA,178487,24010,84334,230904,58082,64307,36314,24127,21469,-125523,1238,34343,64059,120778,486212,96638,13670,116869,61436,6511,78119,6930,13721,6574,2538,31534,104949
West Bengal,22. Net Fixed Capital Formation,42117,NA,NA,16085,27405,-153,-19591,9614,3637,772,45,-1124,4638,-175412,-1447,-7265,-2296,146746,-14120,-3224,3784,2892,-2083,-8984,-1297,52273,599,-267,-3191,14081
West Bengal,23. Gross Fixed Capital Formation,696020,NA,NA,81109,74550,4538,14468,17645,13988,5420,8211,4085,46365,-102994,2276,13044,25534,339618,6762,-1019,21508,16227,763,9563,843,59204,1064,281,2073,30892
West Bengal,24. Addition in Stock of,132836,NA,NA,-13454,7763,7915,5853,5074,6880,-7038,5088,-1507,-109652,33658,1883,6992,6042,77010,11374,-2639,30160,6811,-264,7613,2119,28178,-260,-45,511,16770
West Bengal,"(a) Materials, Fuels etc.",81656,NA,NA,-11819,2707,7726,6648,751,473,-7163,5701,-828,-23633,11823,891,6505,5152,18958,9468,-125,15362,2797,-567,1466,1416,17122,-266,-45,509,10627
West Bengal,(b) Semi-Finished Goods,3775,NA,NA,-5514,-76,-870,2619,-240,-1714,-2298,1685,-843,-28869,-406,149,-3583,-755,20053,1972,-1852,9952,5019,222,8829,78,-73,6,0,0,284
West Bengal, (c) Finished Goods,47405,NA,NA,3879,5132,1059,-3414,4563,8121,2423,-2298,164,-57150,22241,843,4070,1645,37999,-66,-662,4846,-1005,81,-2682,625,11129,0,0,2,5859
West Bengal,25. Gross Capital Formation,828855,NA,NA,67655,82314,12454,20321,22719,20868,-1618,13299,2577,-63287,-69335,4159,20036,31576,416628,18137,-3658,51668,23038,499,17176,2962,87381,805,236,2583,47662
West Bengal,26. Income,1185066,NA,NA,129970,18692,82257,207390,39577,57963,29639,12366,17984,-154566,-82555,32286,42480,99720,247143,79708,4774,91469,51548,3378,57177,5542,-6036,6287,2912,24642,83317
West Bengal,27. Profit,-175758,NA,NA,30552,-2833,52426,-15968,14228,7953,11340,-2508,-1419,-224213,-141707,5341,17936,59237,-85809,18457,-10073,32803,5650,-6235,18684,2986,-14053,3868,2071,1889,43641
