State,Items Description,All,NIC-01,NIC-08,NIC-10,NIC-11,NIC-12,NIC-13,NIC-14,NIC-15,NIC-16,NIC-17,NIC-18,NIC-19,NIC-20,NIC-21,NIC-22,NIC-23,NIC-24,NIC-25,NIC-26,NIC-27,NIC-28,NIC-29,NIC-30,NIC-31,NIC-32,NIC-33,NIC-38,NIC-58,Other
Jharkhand,17. Materials Consumed,6616015,NA,NA,214700,21477,8134,3664,NA,NA,1371,2662,30991,384464,88941,144,82339,212272,3826413,119750,NA,8328,126290,1146404,3308,30,NA,2505,NA,NA,331827
Jharkhand,18. Total Inputs,9449607,NA,NA,235479,29177,22106,4635,NA,NA,1578,5226,39902,500830,151621,158,100840,345517,5709007,152966,NA,9206,202489,1385983,3547,35,NA,6480,NA,NA,542824
Jharkhand,19. Gross Value Added,2659112,NA,NA,24289,6502,2768,1427,NA,NA,464,739,24598,158871,52409,32,13770,178029,1655733,10140,NA,1590,55640,252936,965,20,NA,3551,NA,NA,214640
Jharkhand,20. Depreciation,539017,NA,NA,7010,2311,49,80,NA,NA,56,488,2669,10086,12370,2,1926,19640,376116,8440,NA,203,6642,40086,84,2,NA,171,NA,NA,50588
Jharkhand,21. Net Value Added,2120095,NA,NA,17279,4191,2718,1347,NA,NA,409,251,21929,148785,40040,30,11844,158389,1279618,1701,NA,1386,48998,212850,881,18,NA,3380,NA,NA,164051
Jharkhand,22. Net Fixed Capital Formation,-37181,NA,NA,-2977,2799,-50,-14,NA,NA,-12,1668,-1228,-864,-4208,-2,5016,24663,-104521,-7645,NA,-120,-807,-13186,-65,-2,NA,-306,NA,NA,64679
Jharkhand,23. Gross Fixed Capital Formation,501836,NA,NA,4033,5110,-1,67,NA,NA,44,2156,1440,9222,8162,0,6942,44303,271595,795,NA,83,5836,26900,18,0,NA,-135,NA,NA,115268
Jharkhand,24. Addition in Stock of,418416,NA,NA,5604,1775,-166,224,NA,NA,331,1506,-572,43736,-448,2,1990,10624,317866,216,NA,690,5959,23611,25,0,NA,183,NA,NA,5267
Jharkhand,"(a) Materials, Fuels etc.",251649,NA,NA,2298,1297,-96,257,NA,NA,166,530,-583,8243,592,1,4555,8716,203801,-141,NA,738,6047,9625,-35,0,NA,147,NA,NA,5494
Jharkhand,(b) Semi-Finished Goods,49891,NA,NA,-75,-12,50,-12,NA,NA,12,265,3,3074,297,0,-688,44,44203,44,NA,-15,2272,603,78,0,NA,-5,NA,NA,-246
Jharkhand, (c) Finished Goods,116876,NA,NA,3381,490,-120,-21,NA,NA,153,711,8,32419,-1337,1,-1877,1864,69862,313,NA,-33,-2360,13383,-18,0,NA,41,NA,NA,19
Jharkhand,25. Gross Capital Formation,920253,NA,NA,9637,6884,-167,290,NA,NA,375,3662,868,52958,7713,1,8932,54927,589460,1010,NA,773,11794,50510,43,0,NA,48,NA,NA,120534
Jharkhand,26. Income,1560295,NA,NA,11465,2671,2671,1241,NA,NA,341,-489,21184,128046,37557,29,11076,150722,878603,-11050,NA,1120,41457,205482,868,17,NA,2949,NA,NA,74336
Jharkhand,27. Profit,763957,NA,NA,5020,1145,1610,-2,NA,NA,200,-632,11695,71905,29731,13,4217,118365,378469,-17276,NA,645,10745,99791,608,7,NA,831,NA,NA,46869
Karnatka,1. Number of Factories (no.),12566,281,NA,1985,99,104,318,877,110,240,344,407,48,553,239,640,750,537,1238,343,670,1005,482,76,133,157,21,17,20,874
Karnatka,2. Factories in Operation (no.),10143,265,NA,1706,95,90,221,623,96,210,291,320,42,481,198,500,581,401,978,208,493,890,423,66,81,141,17,15,20,690
Karnatka,3. Fixed Capital,16902324,48616,NA,1619498,213616,124714,247238,316228,27888,72464,202895,185702,2318052,527293,545304,429969,1371370,4066527,329664,366593,297266,604644,1049755,211103,26003,79542,3275,3637,25971,1587496
Karnatka,4. Physical Working Capital,6459882,28805,NA,1311568,82331,59537,70220,283771,36454,37053,95241,65916,410551,208797,312869,166178,222184,1188625,129722,224671,288611,430113,346286,94662,18064,145352,5080,466,1427,195327
Karnatka,5. Working Capital,4573729,56961,NA,602902,52807,54283,-99414,182592,16421,36484,-14822,71061,-690220,174551,411043,93119,358264,870325,61732,238814,419098,486403,306359,51257,13999,389392,-560,1206,-382,430053
Karnatka,6. Invested Capital,23362206,77421,NA,2931066,295947,184251,317459,599999,64342,109516,298136,251619,2728603,736091,858174,596147,1593554,5255152,459386,591264,585877,1034757,1396041,305764,44067,224893,8355,4104,27398,1782823
Karnatka,7. Gross Value of Addition to Fixed Capital,4356651,14949,NA,259752,43706,47703,22139,60162,8472,4396,16882,23677,1721923,93279,93103,109392,172959,746106,67153,61823,70086,118641,200384,41823,3567,13656,740,630,2385,337162
Karnatka,8. Rent Paid for Fixed Assets,179372,354,NA,18159,1827,641,2428,20472,2896,422,1859,5379,1159,6394,5844,6432,15816,3592,8141,16195,10892,13403,8394,3680,1766,3943,559,170,531,18025
Karnatka,9. Outstanding Loan,9664569,36336,NA,921111,109196,22027,134149,296854,4450,68221,112751,86308,1216216,244680,111655,318389,225857,3589828,175948,124019,194035,139369,594002,26352,14203,34369,630,1611,11397,850606
Karnatka,10. Interest Paid,912382,5213,NA,140317,14677,1698,27015,27760,2797,8069,15223,16762,68395,27213,11041,37482,40040,84183,31135,23677,41400,32640,38072,7931,4060,51758,249,442,1756,151375
Karnatka,11. Rent Received for Fixed Assets,28131,43,NA,13944,182,218,916,780,150,42,614,255,0,418,29,1388,163,604,1316,2687,1002,2406,299,33,90,15,0,20,399,116
Karnatka,12. Interest Received,214090,509,NA,7623,642,1176,2100,2664,206,324,1322,1389,65792,3900,5601,5954,3698,23257,2309,11998,9544,17823,24765,601,123,3858,7,28,18,16856
Karnatka,13. Gross Value of Plant & Machinary,17274005,14785,NA,1396092,201467,189605,243161,267640,24703,51634,309224,156869,2300210,478724,478279,430324,1439768,4782089,241868,251440,261583,532457,1234537,158639,24147,60853,835,2190,12371,1728510
Karnatka,14. Value of Product and By-Product,39666597,391875,NA,5502514,563350,286959,337777,1454051,175775,111859,445424,264899,6049187,1403657,1000395,1310612,984353,5310302,769213,848249,1425860,1973807,3330030,500378,134815,3960113,197,4884,9453,1116607
Karnatka,15. Total Output,46186619,508801,NA,6447270,668767,307142,378985,1749717,190135,118018,451108,425381,6087397,1627636,1261722,1450812,1126945,5845493,863864,1339922,1673228,2319139,3761639,565557,149032,4122867,33041,9297,20644,2683062
Karnatka,16. Fuels Consumed,1319778,4176,NA,170082,16275,2183,31283,32986,3702,6003,46438,8212,37403,121331,48932,54295,246670,299384,27303,11123,15406,27017,54249,7834,2347,3521,167,469,415,40573
Karnatka,17. Materials Consumed,30176832,356383,NA,4466339,373889,135453,226206,747426,114385,80461,291182,211745,6068901,912553,554972,968406,432041,3630526,489582,557083,1033401,1317028,2493151,371127,87165,3816060,928,3821,12854,423762
Karnatka,18. Total Inputs,39005143,476320,NA,5700877,499354,187418,304904,1102833,155613,98234,362171,269465,6270186,1319311,821608,1179806,882906,4774852,638938,1077754,1361813,1744646,3136257,447409,120705,3939449,28769,5813,18596,2079135
Karnatka,19. Gross Value Added,7181476,32481,NA,746393,169413,119724,74081,646884,34522,19784,88937,155916,-182789,308325,440114,271006,244039,1070641,224926,262168,311415,574493,625382,118148,28327,183418,4272,3484,2048,603927
Karnatka,20. Depreciation,1481899,4917,NA,128355,25283,12198,19124,43988,3837,5185,22207,23324,80578,35158,129324,38007,103917,294808,35905,36369,37418,73683,194205,16165,2863,8585,674,506,1190,104126
Karnatka,21. Net Value Added,5699577,27564,NA,618038,144130,107526,54957,602896,30685,14600,66729,132592,-263367,273167,310790,232999,140122,775832,189021,225799,273997,500811,431177,101982,25464,174833,3598,2977,857,499801
Karnatka,22. Net Fixed Capital Formation,523881,6804,NA,55599,-11655,5387,-2935,11438,2934,-1161,-9794,-2775,243351,22762,-40011,54875,3018,153751,19549,19671,23129,27882,-41576,9013,137,1579,19,-223,552,-27440
Karnatka,23. Gross Fixed Capital Formation,2005780,11721,NA,183955,13629,17585,16189,55426,6772,4025,12413,20549,323929,57920,89313,92882,106934,448559,55454,56040,60547,101565,152629,25178,3000,10164,692,283,1742,76686
Karnatka,24. Addition in Stock of,17704,6124,NA,119911,1173,-34543,-2886,32128,2693,-7814,-17405,15189,-500860,26293,-12680,-1715,18505,231397,25813,39364,11897,36030,28573,11224,-397,-3960,618,121,-263,-6823
Karnatka,"(a) Materials, Fuels etc.",-269850,6166,NA,-5625,-269,-26368,-4135,11684,383,-9638,-8597,13839,-311458,22739,-40100,2805,11131,9376,13132,17568,11891,9162,14940,4510,-1142,-5344,488,45,-252,-6778
Karnatka,(b) Semi-Finished Goods,84276,-52,NA,10907,289,-175,2057,9525,1719,827,654,1100,-25004,-16,11077,1431,-2527,37553,9350,7485,-4525,9504,6968,4842,1368,-267,130,29,-3,30
Karnatka, (c) Finished Goods,203278,10,NA,114629,1153,-8000,-808,10919,591,997,-9462,250,-164398,3570,16343,-5951,9901,184468,3331,14311,4531,17364,6665,1872,-623,1651,0,47,-8,-75
Karnatka,25. Gross Capital Formation,2023483,17845,NA,303865,14802,-16958,13304,87554,9464,-3791,-4992,35738,-176930,84212,76632,91166,125440,679955,81268,95404,72445,137594,181202,36402,2603,6203,1310,404,1479,69862
Karnatka,26. Income,4850045,22549,NA,481129,128450,106581,28530,558107,25348,6475,51583,112094,-267128,243878,299535,196427,88126,711919,153371,200613,232251,474997,409776,91006,19851,123005,2797,2413,-1013,347373
Karnatka,27. Profit,2076173,14648,NA,236176,89975,90306,-14278,116728,11228,-753,10108,66959,-300185,146932,123360,67187,-14170,549017,40483,83681,53047,217910,98939,42733,6471,95101,-222,1408,-5108,248492
Kerala,1. Number of Factories (no.),7320,NA,NA,1467,57,725,416,37,173,794,140,134,24,140,148,579,1050,118,171,50,98,77,13,21,119,56,42,16,21,638
Kerala,2. Factories in Operation (no.),6440,NA,NA,1382,57,375,374,30,144,701,139,124,24,138,144,547,938,115,160,46,85,76,11,20,118,52,38,16,21,570
Kerala,3. Fixed Capital,2934983,NA,NA,330991,28688,374,88503,22542,17923,20217,43039,104154,1382613,115059,46197,153761,127516,53215,22592,47660,14819,8409,325,53045,10165,5927,1216,1825,32445,201761
Kerala,4. Physical Working Capital,1430486,NA,NA,335133,8817,43,58445,8258,19970,22206,20747,16093,295960,129696,42647,77400,45568,66503,27382,46846,20306,11112,412,36632,6780,16897,368,1022,3513,111729
Kerala,5. Working Capital,852357,NA,NA,201144,-13082,-1734,36235,12049,12622,20061,9691,27527,-10187,28534,32346,108156,51403,27901,25137,61365,21915,15927,218,121615,2433,11288,1242,483,-9598,57668
Kerala,6. Invested Capital,4365469,NA,NA,666124,37505,417,146947,30799,37893,42424,63786,120247,1678573,244756,88844,231161,173084,119718,49975,94506,35126,19521,738,89677,16944,22824,1584,2847,35958,313490
Kerala,7. Gross Value of Addition to Fixed Capital,737385,NA,NA,87757,6801,13,9426,4067,6358,2749,2692,24408,439988,17557,10754,21447,18310,9332,4520,22304,2726,1358,102,4187,347,1391,144,26,9211,29410
Kerala,8. Rent Paid for Fixed Assets,20800,NA,NA,3178,76,23,434,320,491,170,292,1126,496,494,1167,462,1278,83,260,775,744,61,12,71,35,363,105,0,272,8011
Kerala,9. Outstanding Loan,1114738,NA,NA,284985,10455,6,110305,3753,2511,18138,22502,37737,239801,63353,30431,45362,54898,39843,6706,18910,13228,4905,97,4785,3424,4544,149,34,7947,85929
Kerala,10. Interest Paid,174406,NA,NA,42791,1384,3,18631,2241,1818,2711,3415,4348,18449,19144,4429,10139,7066,6114,2641,6786,2788,800,24,2615,1116,1183,87,128,2343,11214
Kerala,11. Rent Received for Fixed Assets,3998,NA,NA,2033,68,0,105,0,0,28,34,12,0,282,118,369,82,11,1,67,8,3,0,666,9,3,0,15,18,65
Kerala,12. Interest Received,19221,NA,NA,4366,372,0,1668,52,55,80,197,376,660,2854,802,972,1136,1813,367,1690,276,230,1,149,15,94,12,27,34,922
Kerala,13. Gross Value of Plant & Machinary,2154971,NA,NA,123305,30867,0,99609,19492,16800,18410,58608,71461,841727,211326,22646,117926,99347,55254,26169,75655,21386,6827,99,34396,3737,4521,636,1926,51680,141160
Kerala,14. Value of Product and By-Product,11374122,NA,NA,2408781,103657,6919,297890,60811,151435,92817,95487,95783,5366439,555454,181425,704339,266533,333012,127226,178764,89243,36614,2265,7810,28867,105914,3254,2037,31476,39869
Kerala,15. Total Output,12866371,NA,NA,2693825,108652,13965,341230,64345,157232,97568,96823,186876,5395314,580152,188902,859214,279357,348502,138661,238745,101801,40018,2969,199377,30413,109708,7867,3098,64746,517012
Kerala,16. Fuels Consumed,523936,NA,NA,47254,2180,19,18420,2474,2530,5243,16129,3788,226263,53615,5194,28611,50893,34500,6784,3155,1700,592,39,2655,1066,826,136,327,1100,8445
Kerala,17. Materials Consumed,9133075,NA,NA,2009180,77804,2447,202661,28999,102822,68004,58067,61634,4584225,361154,100079,533515,82758,273535,89114,125064,62978,22694,1577,107102,19139,94387,2469,1134,27304,33229
Kerala,18. Total Inputs,11444856,NA,NA,2399208,92113,4687,285881,36748,125385,80219,80590,114556,5266203,467429,135413,713239,180201,333897,114476,179401,80611,27787,2100,131603,23647,101150,6206,2373,36953,422781
Kerala,19. Gross Value Added,1421515,NA,NA,294617,16539,9278,55349,27597,31847,17349,16233,72320,129111,112723,53489,145975,99156,14605,24185,59344,21190,12231,869,67774,6766,8558,1661,725,27793,94231
Kerala,20. Depreciation,223981,NA,NA,31020,3615,29,11849,3001,4538,2960,4043,13895,47181,9964,6100,14516,18101,5486,3394,6359,2676,1153,34,4745,1037,985,177,214,7957,18952
Kerala,21. Net Value Added,1197535,NA,NA,263597,12925,9249,43500,24596,27309,14388,12190,58425,81930,102759,47389,131459,81055,9119,20791,52984,18514,11078,835,63030,5729,7573,1485,511,19837,75279
Kerala,22. Net Fixed Capital Formation,404416,NA,NA,27965,705,-16,-4288,772,-443,-764,-464,9804,378912,-2414,1558,4227,-17893,3017,1226,-3359,-223,-630,63,-660,-716,370,-34,-646,1224,7123
Kerala,23. Gross Fixed Capital Formation,628397,NA,NA,58985,4320,13,7561,3773,4095,2197,3579,23699,426093,7549,7658,18743,209,8503,4620,3000,2453,523,97,4085,321,1354,143,-432,9181,26075
Kerala,24. Addition in Stock of,-46214,NA,NA,39909,-1522,-56,-6632,2035,-1191,1111,1931,-944,-112347,1030,2911,-13294,1894,-500,8011,267,-811,-2710,200,-9924,-659,1518,-248,13,-1121,44914
Kerala,"(a) Materials, Fuels etc.",3536,NA,NA,21804,-2125,-41,-3713,699,-135,421,2205,-590,-36072,-2451,-364,-9815,1136,-3748,3357,-155,-615,-2004,137,-8364,-466,863,-131,13,-1121,44811
Kerala,(b) Semi-Finished Goods,-21350,NA,NA,-2591,187,0,929,1471,-531,-201,6,-125,-28146,1790,291,3514,48,-1105,4479,205,306,-231,63,-1931,220,97,-96,0,0,0
Kerala, (c) Finished Goods,-28400,NA,NA,20696,416,-15,-3848,-135,-525,891,-280,-229,-48129,1691,2984,-6993,710,4353,175,217,-502,-475,0,371,-413,558,-21,0,0,103
Kerala,25. Gross Capital Formation,582183,NA,NA,98894,2798,-43,929,5808,2904,3308,5510,22756,313747,8579,10569,5449,2102,8004,12631,3266,1641,-2187,298,-5838,-338,2872,-106,-419,8060,70989
Kerala,26. Income,1025548,NA,NA,224027,11905,9223,26209,22087,25056,11614,8714,53339,63645,86257,42714,122198,73928,4747,18258,47181,15266,10450,800,61159,4603,6124,1305,426,17274,57041
Kerala,27. Profit,292171,NA,NA,64455,2673,178,-11964,9581,13158,3102,-3791,23795,23135,16570,8862,56797,27303,-6488,3110,7354,-4869,1100,181,32782,755,1773,-188,84,4667,18057
Madhya Pradesh,1. Number of Factories (no.),4240,209,NA,780,35,208,165,45,68,41,140,77,33,259,144,274,327,178,286,15,183,177,132,20,30,40,3,11,6,356
Madhya Pradesh,2. Factories in Operation (no.),3664,164,NA,721,34,189,131,32,65,37,120,73,31,239,144,219,282,162,271,15,163,158,117,18,22,32,3,9,6,211
Madhya Pradesh,3. Fixed Capital,9729658,14699,NA,630295,62539,5368,684563,1869,8926,7746,61425,24959,1087336,293605,222431,279233,1359520,1541473,72895,2700,172347,113436,330737,32269,5550,9358,385,5005,1606,2697384
Madhya Pradesh,4. Physical Working Capital,2630506,34397,NA,494260,31115,14668,275483,2349,17594,5382,23651,7439,278285,105322,136886,161041,228215,222323,67293,2861,212827,78389,117725,22038,2115,2685,228,278,413,85241
Madhya Pradesh,5. Working Capital,1293065,43617,NA,211499,39817,13839,247293,1803,27452,3235,14052,16129,-112728,292655,130781,140462,74307,-400372,71677,2687,248650,29333,190011,-19022,2954,2847,122,-660,714,19913
Madhya Pradesh,6. Invested Capital,12360164,49096,NA,1124555,93654,20036,960045,4219,26521,13128,85076,32399,1365621,398926,359317,440274,1587735,1763796,140188,5562,385173,191826,448462,54308,7665,12043,614,5283,2019,2782626
Madhya Pradesh,7. Gross Value of Addition to Fixed Capital,2500629,3685,NA,91173,15062,601,81783,398,549,708,5609,3909,42965,27782,37510,40193,308727,426738,9346,540,28802,22162,65479,7056,274,3023,180,735,437,1275205
Madhya Pradesh,8. Rent Paid for Fixed Assets,26449,196,NA,3301,476,217,897,97,235,14,155,359,4436,1472,620,911,2926,1039,261,47,1221,968,2343,1067,75,425,2,9,51,2628
Madhya Pradesh,9. Outstanding Loan,5477845,26881,NA,278775,48731,6798,593428,2549,1642,6438,23340,7175,913875,24896,57788,91159,442031,914414,51927,1845,72815,41381,216570,4864,1159,6224,189,544,4049,1636357
Madhya Pradesh,10. Interest Paid,674064,4036,NA,54790,3314,671,66756,521,1482,988,3445,1041,95285,21595,14349,26269,101092,90443,9073,337,18467,6060,6917,4317,111,470,16,180,39,141999
Madhya Pradesh,11. Rent Received for Fixed Assets,4374,63,NA,310,47,48,131,2,55,11,378,6,0,552,46,83,158,24,136,0,811,66,462,2,8,15,0,5,61,893
Madhya Pradesh,12. Interest Received,67122,725,NA,9787,927,66,15100,16,15,38,875,272,1502,1907,1023,2899,3912,5178,1152,13,5077,1059,2686,91,11,63,1,4,4,12719
Madhya Pradesh,13. Gross Value of Plant & Machinary,8940496,9743,NA,593966,69696,897,880432,1059,13581,5835,81209,17450,1113604,443379,228016,414505,1599884,992791,55245,2886,269584,79597,303637,31623,2788,11148,123,2795,1067,1713956
Madhya Pradesh,14. Value of Product and By-Product,15971796,162233,NA,3142249,212588,52647,1316178,10232,75238,16418,104604,32137,2781616,1086468,564992,978361,1270538,988803,266335,6449,894251,418774,792768,85798,17033,7479,745,932,2455,683475
Madhya Pradesh,15. Total Output,18252994,210530,NA,3800008,233983,59092,1478252,11950,79809,18288,125505,61680,2819288,1113758,618721,1060159,1327798,1310598,293306,8273,1001013,434036,865877,88942,17542,12697,1138,2732,7257,1190761
Madhya Pradesh,16. Fuels Consumed,1163328,4926,NA,76497,10724,918,131485,320,2695,1173,18822,1483,71912,63936,29076,45508,460190,174928,11274,159,26117,4807,14265,1981,485,435,18,231,176,8786
Madhya Pradesh,17. Materials Consumed,11455164,150616,NA,2764056,132829,17053,794463,6597,56674,11096,79963,40219,2601271,694651,281025,636800,412932,668908,198859,3508,618049,306347,566985,74971,9032,4913,508,474,5620,316743
Madhya Pradesh,18. Total Inputs,15523991,199666,NA,3569329,184422,45373,1201388,8921,68077,15218,112261,48187,2789501,823947,401551,794922,999918,1213959,241938,5781,783481,352738,678748,116244,11768,8201,950,1604,6784,839114
Madhya Pradesh,19. Gross Value Added,2729003,10864,NA,230679,49561,13719,276864,3029,11732,3070,13244,13493,29787,289811,217170,265237,327880,96639,51368,2492,217532,81298,187129,-27302,5774,4496,188,1128,473,351647
Madhya Pradesh,20. Depreciation,581263,1387,NA,58894,6664,658,91010,211,3229,767,7971,3115,50752,28686,30887,27582,79063,40316,7798,313,22941,9621,30143,3811,512,2160,21,465,274,72010
Madhya Pradesh,21. Net Value Added,2147740,9477,NA,171785,42898,13060,185854,2819,8503,2303,5273,10377,-20965,261125,186284,237655,248817,56322,43570,2178,194591,71677,156986,-31113,5261,2336,166,663,199,279637
Madhya Pradesh,22. Net Fixed Capital Formation,804316,1048,NA,10580,4294,-153,-16014,164,-2701,-227,-5971,-450,-7555,-8098,-4301,2863,196475,49245,-1977,215,-3439,10631,17960,3164,-263,1267,96,198,151,557115
Madhya Pradesh,23. Gross Fixed Capital Formation,1385579,2435,NA,69474,10958,506,74996,375,529,541,2000,2665,43196,20587,26586,30444,275538,89561,5821,529,19501,20252,48103,6975,249,3427,117,663,425,629125
Madhya Pradesh,24. Addition in Stock of,-283023,-7767,NA,-8641,4542,1002,-7986,248,4297,-442,3771,577,-295862,4277,15019,3807,28158,-30125,6704,379,-2500,-2231,15506,-3083,-114,-20,-84,23,86,-12563
Madhya Pradesh,"(a) Materials, Fuels etc.",-301157,-4431,NA,12991,1744,-424,-4244,-93,2837,-485,3035,601,-270250,5064,2328,-3192,21487,-57644,3523,190,-8962,-7111,13163,-1491,0,418,26,9,79,-10324
Madhya Pradesh,(b) Semi-Finished Goods,4687,24,NA,3498,-10,144,-662,-28,397,33,58,349,-36592,1306,7798,315,3046,21815,2891,144,1447,2813,-1474,-504,-285,-525,-110,0,1,-1203
Madhya Pradesh, (c) Finished Goods,13447,-3360,NA,-25130,2808,1282,-3080,369,1063,10,678,-373,10980,-2093,4893,6684,3625,5704,290,45,5015,2067,3817,-1088,171,87,0,14,6,-1036
Madhya Pradesh,25. Gross Capital Formation,1102556,-5332,NA,60832,15500,1507,67011,623,4826,99,5771,3242,-252666,24864,41605,34252,303695,59436,12524,908,17001,18022,63609,3891,136,3408,33,685,512,616562
Madhya Pradesh,26. Income,1518723,6033,NA,123790,40080,12287,133432,2219,6856,1349,2926,9254,-119183,240517,172385,213457,148869,-29957,35525,1808,180790,65774,150874,-36404,5095,1520,150,482,175,148622
Madhya Pradesh,27. Profit,721816,2805,NA,51918,29815,5217,47783,256,52,-518,-11955,1274,-132546,194944,122468,164085,62231,-60842,15519,197,55567,33247,76646,-50143,3760,-3106,43,268,-1055,113886
Maharashtra,1. Number of Factories (no.),28601,664,44,2736,277,109,1913,1041,119,239,892,980,184,1866,836,1792,1032,1514,3486,480,1374,2257,1411,339,227,1131,157,45,16,1439
Maharashtra,2. Factories in Operation (no.),22783,602,17,2368,255,95,1468,690,65,192,614,763,165,1487,697,1505,837,1160,2764,380,1156,1875,1202,298,158,769,142,24,14,1022
Maharashtra,3. Fixed Capital,33714366,87807,65,2967066,544506,131572,1454049,227575,13533,28804,866623,354623,1384230,2525884,1699948,1574603,1726391,4698562,1187084,723258,850921,2611409,3152294,930575,116391,497210,175782,33313,28131,3122159
Maharashtra,4. Physical Working Capital,16083653,185768,75,3043652,194542,116699,653732,169836,16805,30905,247096,111657,758807,1305852,1064150,655038,250700,1567226,675742,309701,637535,1378563,1061744,215085,146240,822346,31355,28309,2919,401574
Maharashtra,5. Working Capital,10997066,135825,422,937307,14522,105056,317798,205348,16945,16728,176620,88341,-212087,1379285,1032312,1628696,1781494,1186583,-435434,1076207,512075,1255252,-1655427,13997,492633,793032,51751,28022,4660,49101
Maharashtra,6. Invested Capital,49798019,273575,140,6010718,739048,248271,2107781,397411,30338,59708,1113719,466280,2143037,3831736,2764098,2229641,1977091,6265788,1862826,1032960,1488456,3989972,4214038,1145660,262630,1319556,207137,61622,31050,3523732
Maharashtra,7. Gross Value of Addition to Fixed Capital,7466153,10729,13,793088,157533,31534,237743,42917,4839,3181,67930,59140,261751,546856,402562,224724,869657,799222,240397,53766,168871,628480,800505,220299,14256,159781,18239,4463,17918,625758
Maharashtra,8. Rent Paid for Fixed Assets,368380,242,18,23799,3891,2700,13701,12104,3775,4109,4886,14365,9531,41420,28606,10106,16227,7488,18933,9107,15319,41727,24351,3145,3369,14199,5762,282,783,34436
Maharashtra,9. Outstanding Loan,17578530,132067,126,1827138,233945,38104,967344,115504,11632,29669,306102,231695,90124,783335,768615,730544,446738,4391947,508399,1129045,264230,1506130,1562447,459203,93552,310445,24723,16315,2613,596799
Maharashtra,10. Interest Paid,2513779,28766,8,295859,26422,7419,139409,22993,2772,4596,43184,27750,16003,158925,125457,119842,31672,346115,104041,130045,71564,243316,254323,25288,17431,75740,5470,4966,579,183823
Maharashtra,11. Rent Received for Fixed Assets,70192,822,0,3355,406,325,2768,628,208,49,201,2206,378,5448,2654,2537,1851,1021,4306,2237,955,17348,6825,508,2004,1307,352,15,64,9415
Maharashtra,12. Interest Received,510363,3069,5,41729,7368,1649,15812,3802,281,583,4201,8268,7967,25373,30679,12870,32067,46459,21029,12558,13546,42126,153999,2959,995,8560,1405,356,144,10507
Maharashtra,13. Gross Value of Plant & Machinary,32393974,34545,0,2504060,443397,126957,1778460,50696,4377,24634,751698,296298,2273015,3416474,1361571,1728975,1210264,4530277,842278,717057,974973,1639262,4276520,673504,87981,241399,65000,33677,27031,2279594
Maharashtra,14. Value of Product and By-Product,94044730,1483673,454,11504591,929061,524293,3319896,737550,66947,113612,1318560,592304,14287921,8273502,4098171,4373520,1725966,10252172,3559510,1217050,3577061,6109076,8293255,3572116,406718,2733933,35158,32112,15538,891007
Maharashtra,15. Total Output,111961821,1630060,460,14666350,1022893,619708,4122638,987507,75930,151026,1441489,1079593,14586607,9148788,4936281,4703681,2367774,11366870,4296472,1776940,4000354,7407616,10008995,3648667,472715,3138960,300613,262211,74199,3666423
Maharashtra,16. Fuels Consumed,3809238,16584,32,318620,33381,4175,300112,14569,807,3972,96884,22190,250141,468410,147979,205339,215457,1039843,124238,19579,54873,106200,215239,45039,14782,23114,8578,1465,813,56825
Maharashtra,17. Materials Consumed,64358927,835846,83,9168912,573634,185068,2491887,452661,42331,79354,866262,492351,9616567,5273494,2032400,2895306,832321,7609125,2417918,829850,2485080,3738323,5895516,2315686,181859,2300908,50555,32131,27553,635947
Maharashtra,18. Total Inputs,88054248,988291,174,12900465,828797,367277,3414634,810287,58169,124054,1113750,753523,10340125,7342953,3169068,3586275,1603183,10158358,3234139,1386671,3081009,5287531,8210471,2709490,354073,2751971,167617,243850,42416,3025626
Maharashtra,19. Gross Value Added,23907573,641769,286,1765885,194096,252431,708004,177220,17761,26972,327739,326070,4246482,1805835,1767213,1117406,764591,1208512,1062333,390269,919345,2120085,1798524,939177,118642,386989,132996,18361,31783,640797
Maharashtra,20. Depreciation,3024492,12278,7,230674,44164,13955,148195,14710,1130,4422,62745,50854,111062,264986,170276,165857,120253,299480,129621,35916,116005,281760,399792,84738,14864,43196,19453,11682,3831,168584
Maharashtra,21. Net Value Added,20883081,629491,278,1535210,149932,238477,559808,162510,16631,22550,264994,275216,4135420,1540849,1596938,951548,644337,909033,932712,354353,803340,1838325,1398732,854438,103777,343793,113544,6680,27952,472212
Maharashtra,22. Net Fixed Capital Formation,2495438,-4196,6,419836,92957,1495,56995,20605,2426,-1625,-22884,-15286,42717,114093,182187,4572,387968,359503,86741,15544,-26051,180128,88559,87516,-13214,88189,-5957,-7271,14016,345870
Maharashtra,23. Gross Fixed Capital Formation,5519930,8082,13,650510,137120,15450,205191,35315,3556,2797,39861,35568,153779,379079,352463,170429,508221,658983,216362,51460,89954,461888,488351,172254,1650,131384,13496,4411,17847,514454
Maharashtra,24. Addition in Stock of,701729,-36679,17,339295,22413,-10458,-15277,16452,761,1701,21474,4483,-289431,55676,222604,7261,30548,-89215,42134,3056,10685,154159,81667,24254,38081,46547,19,-1436,-109,21046
Maharashtra,"(a) Materials, Fuels etc.",46976,-6647,11,36219,6413,-23362,-15276,6947,534,1751,13546,5097,-74195,13180,23839,1388,19758,-134220,24462,8664,12703,84821,21910,8299,-13844,13817,1002,-1481,-82,11721
